County, Latitude, Longitude, roadtmpc, pcpn, srad, snwd, drct,time,avg
Story County,41.873235,-93.571107,35.20000076,0,746.2000122,0,190,04-08-2017T19:20:00Z,68.349778
Story County,41.873235,-93.571107,7.199999809,0,0,0,150,04-08-2017T11:05:00Z,68.349778
Story County,41.873235,-93.571107,7.199999809,0,0,0,150,04-08-2017T11:10:00Z,68.349778
Story County,41.873235,-93.571107,7.199999809,0,0,0,150,04-08-2017T11:15:00Z,68.349778
Story County,41.873235,-93.571107,7.199999809,0,0,0,150,04-08-2017T11:20:00Z,68.349778
Story County,41.873235,-93.571107,7.199999809,0,0,0,150,04-08-2017T11:25:00Z,68.349778
Story County,41.873235,-93.571107,7.199999809,0,0,0,150,04-08-2017T11:30:00Z,68.349778
Story County,41.873235,-93.571107,7.300000191,0,0,0,140,04-08-2017T10:55:00Z,68.349778
Story County,41.873235,-93.571107,7.300000191,0,0,0,150,04-08-2017T10:45:00Z,68.349778
Story County,41.873235,-93.571107,7.300000191,0,0,0,150,04-08-2017T10:50:00Z,68.349778
Story County,41.873235,-93.571107,7.300000191,0,0,0,150,04-08-2017T11:00:00Z,68.349778
Story County,41.873235,-93.571107,7.300000191,0,0,0,150,04-08-2017T11:35:00Z,68.349778
Story County,41.873235,-93.571107,7.300000191,0,0,0,150,04-08-2017T11:40:00Z,68.349778
Story County,41.873235,-93.571107,7.400000095,0,0,0,150,04-08-2017T10:35:00Z,68.349778
Story County,41.873235,-93.571107,7.400000095,0,0,0,150,04-08-2017T10:40:00Z,68.349778
Story County,41.873235,-93.571107,7.400000095,0,0,0,150,04-08-2017T11:45:00Z,68.349778
Story County,41.873235,-93.571107,7.400000095,0,0,0,150,04-08-2017T11:50:00Z,68.349778
Story County,41.873235,-93.571107,7.599999905,0,0,0,150,04-08-2017T12:00:00Z,68.349778
Story County,41.873235,-93.571107,7.599999905,0,0,0,160,04-08-2017T11:55:00Z,68.349778
Story County,41.873235,-93.571107,7.5,0,0,0,150,04-08-2017T10:25:00Z,68.349778
Story County,41.873235,-93.571107,7.5,0,0,0,150,04-08-2017T10:30:00Z,68.349778
Story County,41.873235,-93.571107,7.699999809,0,0,0,150,04-08-2017T10:15:00Z,68.349778
Story County,41.873235,-93.571107,7.699999809,0,0,0,150,04-08-2017T10:20:00Z,68.349778
Story County,41.873235,-93.571107,7.800000191,0,0,0,130,04-08-2017T09:45:00Z,68.349778
Story County,41.873235,-93.571107,7.800000191,0,0,0,130,04-08-2017T09:50:00Z,68.349778
Story County,41.873235,-93.571107,7.800000191,0,0,0,150,04-08-2017T10:05:00Z,68.349778
Story County,41.873235,-93.571107,7.800000191,0,0,0,150,04-08-2017T10:10:00Z,68.349778
Story County,41.873235,-93.571107,7.800000191,0,0,0,150,04-08-2017T12:05:00Z,68.349778
Story County,41.873235,-93.571107,7.800000191,0,0,0,150,04-08-2017T12:10:00Z,68.349778
Story County,41.873235,-93.571107,7.900000095,0,0,0,130,04-08-2017T09:35:00Z,68.349778
Story County,41.873235,-93.571107,7.900000095,0,0,0,130,04-08-2017T09:40:00Z,68.349778
Story County,41.873235,-93.571107,7.900000095,0,0,0,150,04-08-2017T09:55:00Z,68.349778
Story County,41.873235,-93.571107,7.900000095,0,0,0,150,04-08-2017T10:00:00Z,68.349778
Story County,41.873235,-93.571107,8,0,0,0,130,04-08-2017T09:05:00Z,68.349778
Story County,41.873235,-93.571107,8,0,0,0,130,04-08-2017T09:10:00Z,68.349778
